week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,6.0
2022-02,-0.42358751737641637,0.5875668068580344,0.28567152587906663,1.3570501507423782,3.0
2022-03,-0.011587898774916418,1.0,-0.3516977997576382,1.0,1.0
2022-04,1.1125899272803943,1.0,-0.5715145965630194,1.0,1.0
2022-05,-0.5807419935679935,0.5922456902055032,0.11248480567832628,0.6641748691679558,4.0
2022-07,0.018059104845902618,1.0,-0.42174116783665,1.0,1.0
2022-09,-2.2794529110103516,1.0,-0.37626192168204475,1.0,1.0
2022-10,-0.3434844566640124,1.5957032492089438,0.8304033453605898,1.7707997526145935,2.0
2022-11,0.9766664722987903,1.0,-0.7784762682697541,1.0,1.0
2022-14,1.0882088379409498,1.0,1.2462919273678341,1.0,1.0
2022-15,0.33886711274282616,0.5105278766009977,-0.36397986071984145,0.017369457186640996,2.0
2022-16,0.0,1.0,0.0,1.0,1.0
2022-17,0.14546969975522617,0.842093652150119,-0.6155220538733861,0.12918725735782408,4.0
2022-19,-0.04762147888113907,0.4670123108607851,-0.6946565379608445,0.257843422647542,2.0
2022-20,-0.21403703982781677,1.0491220542123574,-0.5956936246291086,0.25602525830720513,3.0
2022-21,0.7133346414131536,1.0,1.1246431142310664,1.0,1.0
2022-23,-0.35276116540218416,1.0606315198039364,1.2598637739289869,1.3590312797487827,4.0
2022-24,0.12489222016420737,0.6998832896691538,-0.4384896852996352,0.6201180599114545,2.0
2022-25,-0.13790674806017056,1.0,-0.5068729486624722,1.0,1.0
2022-26,0.032018968860576646,1.2846204186026144,-0.17096418501739413,0.5637392929239311,2.0
2022-27,-0.7928877235464936,1.3822372765277418,0.15292387765016224,1.357251282892457,5.0
2022-28,0.15600293026631304,0.776118931210523,-0.3113753667515783,0.8287140514669149,7.0
2022-29,-0.36740074796708466,1.2157263011433284,-0.38106434226744346,0.8012326885688527,4.0
2022-30,-1.0865096081026735,0.8151660179490744,-0.1407700575789336,0.7082039171181249,7.0
2022-31,-0.3378236218543396,0.17865302788737483,-0.3649048101160525,0.5395071914239471,6.0
2022-32,-0.13022619949249958,0.76972881457873,-0.32222931927615095,0.6210667840705856,6.0
2022-33,-0.12815157671415195,0.20677312882604298,-0.4670374365795342,0.06405859758108332,2.0
2022-34,0.16734438426456882,0.869135898477857,-0.13187042523248496,0.7996390326467951,4.0
2022-35,-0.13949449402476102,0.8193718850457639,0.12947319253131992,1.590190141622038,6.0
2022-36,-0.19624837764541325,0.9891596079650733,-0.3263243212704898,0.722016357192486,8.0
2022-37,-0.05032402995991005,1.098943156393038,0.09780225738938368,1.2358102992852469,8.0
2022-38,-0.31410932179012485,0.8980892920161677,-0.023407139525348872,1.1227692847785928,14.0
2022-39,0.04822919565472545,0.8487204851094616,0.04266062000492054,1.04220830967805,48.0
2022-40,-0.2004020662000083,0.9429186599714147,-0.14368293036024635,0.7597621767643894,66.0
2022-41,0.031282748188747246,1.0215314739412185,-0.03012773040107487,1.0748882205016357,159.0
2022-42,-0.016449275472111762,1.0209877544547474,-0.10605268353436798,0.7963588396214748,237.0
2022-43,-0.08202705171318195,0.9024689543695772,-0.024468102040455516,0.9092188521920799,264.0
2022-44,-0.048834332159927614,0.897570217013491,-0.023107259267096756,0.9438054539346203,256.0
2022-45,0.04147398509679076,0.9777361231380687,0.018146332799718865,0.989308824061553,278.0
2022-46,-0.023509755754848358,0.9830166804607423,0.08284182088413286,1.0547209475238244,272.0
2022-47,-0.13342358456402237,1.0652315712444056,-0.047507359678315764,0.965489980429186,261.0
2022-48,0.0002007302061971203,0.9532814938757558,-0.15312890243940275,0.8544520934178422,265.0
2022-49,0.04761242189930339,1.1995998639103036,0.020769798664051792,0.9328228030388561,203.0
2022-50,-0.06451119448813826,1.0536107206509495,0.06624033574868188,1.0268994924639478,278.0
2022-51,0.14658141043548803,0.8637575586598366,-0.042292863156535423,0.9229733059601182,202.0
2022-52,0.13067130092796345,1.0867865175398923,0.07990399509013187,1.1112429232249386,113.0
