topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Energiequelle,0.06969279517150295,0.979775096074396,0.05834943786548139,1.0907171003756384,1527.0
Energiewende,-0.03337420896514659,0.9858574767925572,0.009799710212132546,1.0163058926617494,2741.0
Folgen,0.027863583702202432,1.0017131375452106,0.08100914300731163,1.0115762256439174,1005.0
Krise,-0.009917153458109628,1.0000763905501424,-0.044853121563892255,0.9368289478367893,4405.0
