index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.stern.de/gesellschaft/regional/bayern/energiewende--bayernwerk--zehntausende-kilometer-neue-stromleitungen-37002716.html,https://www.stern.de/gesellschaft/regional/bayern/energiewende--bayernwerk--zehntausende-kilometer-neue-stromleitungen-37002716.html,0,www.stern.de,Energiewende: Bayernwerk: Zehntausende Kilometer neue Stromleitungen,Deutschland verabschiedet sich von Atomkraft und fossilen Energien. Das macht neben neuen Höchstspannungsleitungen einen umfassenden Ausbau der regionalen Stromnetze erforderlich.,https://image.stern.de/37002718/t/R1/v1/w1440/r1.7778/-/01--5j7tv7nquwv12axs2048jpeg---f78e17f7aad45582.jpg,2026-01-01T04:00:06Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Deutschland verabschiedet sich von Atomkraft und fossilen Energien. Das macht neben neuen Höchstspannungsleitungen einen umfassenden Ausbau der r… [+3900 chars]",,de,'Energiewende'
https://www.welt.de/politik/deutschland/article695648b5f5d9cfcb415a3c03/strompreise-mieter-sind-die-verlierer-der-energiewende-eon-chef-fordert-stopp-von-solardach-foerderung.html,https://www.welt.de/politik/deutschland/article695648b5f5d9cfcb415a3c03/strompreise-mieter-sind-die-verlierer-der-energiewende-eon-chef-fordert-stopp-von-solardach-foerderung.html,0,www.welt.de,„Mieter sind die Verlierer der Energiewende“ – Eon-Chef fordert Stopp von Solardach-Förderung,"Der Chef des Energiekonzerns Eon hält staatliche Zuschüsse für private Solaranlagen für überholt. Dach-Photovoltaik rechne sich inzwischen auch ohne Förderung – und belaste sozial vor allem Mieter. Die würden zwar kaum profitieren, müssten aber die Netzkosten…",https://images.welt.de/695648b5f5d9cfcb415a3c03/663d03e179d8d141ac18960f1d92c0f8-master/ci16x9-w1200/dpa-com-20090101-251230-935-1048448-jpg,2026-01-01T10:57:32Z,,Der Chef des Energiekonzerns Eon hält staatliche Zuschüsse für private Solaranlagen für überholt. Dach-Photovoltaik rechne sich inzwischen auch ohne Förderung und belaste sozial vor allem Mieter. Die… [+2428 chars],,de,'Photovoltaik'
