,summary,Krise,Energiequelle,Energiewende,Folgen,word
größten,2.357412829282265,0.09146167733280919,-0.12601969245366787,-0.18218586347899957,-0.18888010683311032,größten
industrie groß,2.030200612692619,0.012824372666257546,0.023410454316538792,-0.03275571670879299,-0.03944996006290351,industrie groß
Erdgasverbraucher,2.055828850503657,0.020145258413441784,0.010865966264481565,-0.04530020476085018,-0.051994448114960824,Erdgasverbraucher
groß erdgasverbraucher,2.055828850503657,0.020145258413441784,0.010865966264481565,-0.04530020476085018,-0.051994448114960824,groß erdgasverbraucher
Land,11.726246746335555,0.03641624871496243,0.005890296448833463,0.5668669103194868,-1.7931449888949966,Land
erdgasverbraucher land,2.160263467788174,0.04769620399616337,-0.03868512361150734,-0.09485129463683917,-0.10154553799094969,erdgasverbraucher land
land energiekrise,4.427807745272663,0.2898213982803515,-0.7563595294697221,-0.8125257004950539,-0.8192199438491645,land energiekrise
einstellen,3.572511509664702,0.23953017527359205,-0.5417237860823123,-0.5978899571076439,-0.6045842004617545,einstellen
energiekrise einstell,2.373934570592729,0.09472194312711138,-0.1330036685050178,-0.1891698395303497,-0.1958640828844603,energiekrise einstell
Was,9.898749745972603,0.24456335475233917,0.2271534402375316,-1.6170295654312652,-0.8632158203230839,Was
Unternehmen,16.50991073601362,0.35140901791590645,-2.0724157847816387,-2.1285819558069705,-0.5256011719737225,Unternehmen
was unternehmen,2.146659356217447,0.04430030815091331,-0.03236777947960885,-0.08853395050494064,-0.09522819385905121,was unternehmen
vorhaben,2.0831524708618048,0.027695688589636593,-0.0023372908513363917,-0.058503461876668154,-0.06519770523077881,vorhaben
unternehmen vorhaben,2.0831524708618048,0.027695688589636593,-0.0023372908513363917,-0.058503461876668154,-0.06519770523077881,unternehmen vorhaben
Grenzen,2.0113847134107656,0.0072952983814050425,0.03272166944937611,-0.023444501575955644,-0.030138744930066217,Grenzen
vorhaben grenze,2.0113847134107656,0.0072952983814050425,0.03272166944937611,-0.023444501575955644,-0.030138744930066217,vorhaben grenze
grenze seh,1.992986398968968,0.001757421989692524,0.04191084966752591,-0.014255321357805679,-0.02094956471191641,grenze seh
Allianz,2.691923292220723,0.14813219131919714,-0.2587108501851076,-0.3148770212104392,-0.32157126456454993,Allianz
Arena,2.523814346271495,0.12192948206764323,-0.19422632013971375,-0.25039249116504575,-0.2570867345191563,Arena
allianz arena,2.0967021359616695,0.031346427046614986,-0.008820632420017719,-0.06498680344534954,-0.0716810467994602,allianz arena
München,4.749877310832146,0.1960891380602746,-0.8265737219404942,0.04899021186637434,-0.8894341363199366,München
arena münchen,2.1281711151268388,0.0395966195743792,-0.023717913016424112,-0.07988408404175606,-0.08657832739586667,arena münchen
münchen bayern,2.2186641622010286,0.06167908527013971,-0.06536021956054039,-0.12152639058587207,-0.12822063393998287,münchen bayern
bayern reagier,2.30368680997498,0.08045838996589952,-0.10296573394933424,-0.15913190497466603,-0.16582614832877673,bayern reagier
reagier energiekrise,4.61138536646044,0.29794404856387324,-0.7969832587214746,-0.8531494297468063,-0.8598436731009169,reagier energiekrise
energiekrise münchen,2.1281711151268388,0.0395966195743792,-0.023717913016424112,-0.07988408404175606,-0.08657832739586667,energiekrise münchen
münchen sz.d,2.966959345269798,0.1834922056406163,-0.3559925724387726,-0.41215874346410447,-0.4188529868182151,münchen sz.d
sz.d der,2.160263467788174,0.04769620399616337,-0.03868512361150734,-0.09485129463683917,-0.10154553799094969,sz.d der
Fußball-Rekordmeister,2.1340998815662906,0.041116283166894606,-0.026499890167951,-0.08266606119328282,-0.08936030454739344,Fußball-Rekordmeister
der fußball-rekordmeister,2.1340998815662906,0.041116283166894606,-0.026499890167951,-0.08266606119328282,-0.08936030454739344,der fußball-rekordmeister
versucht,5.452736520202125,0.2563323213736978,-0.9645725299827776,-1.0207387010081095,-0.2889796092052847,versucht
fußball-rekordmeister versuch,2.039226238268577,0.015429737531996812,0.018974625534766767,-0.037191545490564935,-0.04388578884467543,fußball-rekordmeister versuch
Energieverbrauch,2.6056463862267365,0.13519258057764832,-0.22613571086000955,-0.28230188188534144,-0.288996125239452,Energieverbrauch
versuch energieverbrauch,1.995132203209476,0.0024101618403266512,0.04083475105480981,-0.015331419970522068,-0.02202566332463265,versuch energieverbrauch
energieverbrauch senk,1.9586128159695442,-0.008954407115871258,0.05930859075697651,0.0031424197316446325,-0.0035518236224659646,energieverbrauch senk
Fröttmaninger,1.9377849454902452,-0.015688390225236,0.06999952640201894,0.013833355376687085,0.007139112022576444,Fröttmaninger
senk fröttmaninger,1.9377849454902452,-0.015688390225236,0.06999952640201894,0.013833355376687085,0.007139112022576444,senk fröttmaninger
fröttmaninger arena,2.0967021359616695,0.031346427046614986,-0.008820632420017719,-0.06498680344534954,-0.0716810467994602,fröttmaninger arena
gehen,6.712969280723919,0.22994928378116725,-1.1724963023845627,-1.2286624734098945,-0.009394068036264398,gehen
arena geh,1.9156502188131672,-0.023057175674239223,0.08148796162176107,0.025321790596429257,0.01862754724231856,arena geh
Lichter,1.9063516733015542,-0.0262203790875886,0.0863537697088205,0.030187598683488817,0.023493355329378213,Lichter
geh licht,1.9063516733015542,-0.0262203790875886,0.0863537697088205,0.030187598683488817,0.023493355329378213,geh licht
früher,2.7392127312393852,0.1548128956570396,-0.27612548827525907,-0.3322916593005908,-0.3389859026547015,früher
licht früh,1.8948442320396641,-0.030192137267423896,0.09240843076951308,0.03624225974418127,0.02954801639007074,licht früh
Unabhängigkeit,2.070776898407436,0.024307642035351715,0.0036212163687901317,-0.05254495465654161,-0.05923919801065216,Unabhängigkeit
zahlt,3.8197580426607183,-0.31695725656269086,-0.6086420145208542,-0.664808185546186,1.0376838957786458,zahlt
unabhängigkeit zahl,2.146659356217447,0.04430030815091331,-0.03236777947960885,-0.08853395050494064,-0.09522819385905121,unabhängigkeit zahl
zahl wie,2.30368680997498,0.08045838996589952,-0.10296573394933424,-0.15913190497466603,-0.16582614832877673,zahl wie
Dorf,2.473807803363248,0.11329862312515354,-0.1742135178832662,-0.2303796889085979,-0.2370739322627087,Dorf
wie dorf,2.473807803363248,0.11329862312515354,-0.1742135178832662,-0.2303796889085979,-0.2370739322627087,wie dorf
dorf energiekrise,3.0965262892895944,0.1976201110273581,-0.3987358648874443,-0.45490203591277606,-0.4615962792668866,dorf energiekrise
trotzt,2.373934570592729,0.09472194312711138,-0.1330036685050178,-0.1891698395303497,-0.1958640828844603,trotzt
energiekrise trotz,3.2970479771638943,0.21696911708697944,-0.46148244927312904,-0.517648620298461,-0.5243428636525714,energiekrise trotz
trotz n-tv.d,2.2394702675131213,0.0664397094634492,-0.07469428370798412,-0.13086045473331595,-0.13755469808742657,trotz n-tv.d
n-tv.d während,2.167504199956059,0.04948164245144432,-0.042031300892694606,-0.0981974719180264,-0.1048917152721372,n-tv.d während
während gaskrise,2.0967021359616695,0.031346427046614986,-0.008820632420017719,-0.06498680344534954,-0.0716810467994602,während gaskrise
gaskrise deutschland,2.05941457183123,0.021150821859065735,0.009123312493114795,-0.04704285853221695,-0.05373710188632768,gaskrise deutschland
deutschland fest,2.0217805266601387,0.010366617455845321,0.027566494467111888,-0.028599676558220086,-0.0352939199123305,deutschland fest
Griff,2.0018219821420886,0.00443345827263482,0.03748730954351455,-0.018678861481817376,-0.025373104835927956,Griff
fest griff,2.0018219821420886,0.00443345827263482,0.03748730954351455,-0.018678861481817376,-0.025373104835927956,fest griff
brandenburgischen,2.315720429869751,0.08297796842306891,-0.10817577345895968,-0.16434194448429132,-0.17103618783840197,brandenburgischen
griff brandenburgisch,1.9666391241949166,-0.0064092789293821026,0.055219008975132614,-0.0009471620501992141,-0.007641405404309733,griff brandenburgisch
Feldheim,1.940318463387834,-0.0148590939757152,0.06869295048544517,0.012526779460113276,0.005832536106002519,Feldheim
brandenburgisch feldheim,1.940318463387834,-0.0148590939757152,0.06869295048544517,0.012526779460113276,0.005832536106002519,brandenburgisch feldheim
kaum,4.937530286161813,-0.028067762373777345,-0.8653201976406398,0.4200683197370099,0.002532069024215976,kaum
feldheim kaum,1.9294169963289438,-0.018447893072544862,0.07432718363181988,0.018161012606487992,0.011466769252377424,feldheim kaum
kaum hoch,1.9099516905707385,-0.024990873333857157,0.08446711763021164,0.028300946604879834,0.021606703250769202,kaum hoch
Energiepreisen,3.3165621614718996,0.21870876643254306,-0.4673836864280415,-0.5235498574533732,-0.5302441008074837,Energiepreisen
spüren,4.306596658414986,-0.027738811272531215,-0.7286028872942473,-0.7847690583195791,0.6476590058396218,spüren
energiepreis spür,1.890368502380831,-0.03175430025205177,0.09477328160287167,0.03860711057753989,0.03191286722342916,energiepreis spür
Denn,6.64710449411877,0.24620599158429785,-0.1895948053510021,-1.2188024499805035,-0.5313902013549717,Denn
kleine,3.031766720273625,0.021931848786734563,-0.3776004591224346,-0.4337666301477665,0.3463002827133361,kleine
denn klein,1.8789154785008784,-0.03579694659183507,0.10085032922527845,0.04468415819994656,0.037989914845836005,denn klein
Ort,1.8746561407456148,-0.03731721665329819,0.1031198154722389,0.04695364444690719,0.040259401092796555,Ort
klein ort,1.8746561407456148,-0.03731721665329819,0.1031198154722389,0.04695364444690719,0.040259401092796555,klein ort
versorgt,1.8723271628144145,-0.038152398510998164,0.10436293722776509,0.04819676620243333,0.04150252284832283,versorgt
ort versorg,1.8723271628144145,-0.038152398510998164,0.10436293722776509,0.04819676620243333,0.04150252284832283,ort versorg
schon,11.692108960393782,-0.2779606483400826,-0.10989277211721796,-1.7835352709832195,1.028638632992834,schon
versorg schon,1.8647152760531929,-0.0409015285722052,0.1084366920285984,0.05227052100326652,0.04557627764915591,versorg schon
seit,9.83318132960894,0.059016262232277156,-0.3267073367478571,-0.3256369339336797,0.15528733143537599,seit
schon seit,2.449475668878609,0.10894337831861385,-0.16432892247606254,-0.22049509350139435,-0.22718933685550502,schon seit
Jahren,3.5784018667651765,-0.04988798254270503,-0.543371228338325,0.7047526076958324,-0.6062316427177674,Jahren
seit jahr,2.869206723852633,-0.23387506349671838,-0.32249052225244274,0.9202991231736939,-0.3853509366318852,seit jahr
jahr strom,1.8511633214607464,-0.045871085711829754,0.11573080259849944,0.05956463157316764,0.052870388219057186,jahr strom
Wärme,6.781938133319987,0.35852001848690723,-1.1827178549997144,-1.2388840260250462,-1.2455782693791568,Wärme
strom wärme,2.8102586853080007,0.16434944919562197,-0.3017314714629923,-0.3578976424883241,-0.36459188584243474,strom wärme
Möglich,1.844327133611442,-0.04841519763889055,0.11943055272926614,0.06326438170393449,0.05657013834982374,Möglich
macht,8.937007926968935,-0.08870029920549106,0.5148323115644705,-0.1911323267574089,0.08772198987698145,macht
möglich mach,1.841343795295001,-0.04953342456918376,0.12104943787964755,0.06488326685431578,0.058189023500205085,möglich mach
durchdachtes,1.8364397230862173,-0.051382224078410234,0.12371630235974615,0.06755013133441427,0.0608558879803036,durchdachtes
mach durchdacht,1.8364397230862173,-0.051382224078410234,0.12371630235974615,0.06755013133441427,0.0608558879803036,mach durchdacht
System,1.8322099067001585,-0.052987553634949884,0.12602222889248554,0.06985605786715375,0.06316181451304292,System
durchdacht system,1.8322099067001585,-0.052987553634949884,0.12602222889248554,0.06985605786715375,0.06316181451304292,durchdacht system
Vorbildcharakter,1.8288483815875034,-0.054270490303777626,0.12785859739176203,0.07169242636643013,0.06499818301231956,Vorbildcharakter
system vorbildcharakter,1.8288483815875034,-0.054270490303777626,0.12785859739176203,0.07169242636643013,0.06499818301231956,system vorbildcharakter
Aluminiumproduzent,2.2394702675131213,0.0664397094634492,-0.07469428370798412,-0.13086045473331595,-0.13755469808742657,Aluminiumproduzent
wie aluminiumproduzent,2.2394702675131213,0.0664397094634492,-0.07469428370798412,-0.13086045473331595,-0.13755469808742657,wie aluminiumproduzent
aluminiumproduzent gas,2.1015126970453415,0.032628067161256914,-0.01111235086723105,-0.06727852189256289,-0.07397276524667351,aluminiumproduzent gas
Aluminiumgießerei,1.992986398968968,0.001757421989692524,0.04191084966752591,-0.014255321357805679,-0.02094956471191641,Aluminiumgießerei
die aluminiumgießerei,1.992986398968968,0.001757421989692524,0.04191084966752591,-0.014255321357805679,-0.02094956471191641,die aluminiumgießerei
Röders,1.9601688512209468,-0.008458854671843359,0.05851444836001255,0.0023482773346808162,-0.004345966019429773,Röders
aluminiumgießerei röder,1.9601688512209468,-0.008458854671843359,0.05851444836001255,0.0023482773346808162,-0.004345966019429773,aluminiumgießerei röder
wichtiger,3.634560229106167,-0.46896152240002215,-0.5589430548283573,0.9066622738882273,0.3939236307901853,wichtiger
röder wichtig,1.9442484731106198,-0.013578312770956604,0.06666955321730009,0.010503382191968216,0.003809138837857654,röder wichtig
Zulieferer,1.9317324772990048,-0.017681159504755288,0.07312780957834497,0.01696163855301295,0.01026739519890243,Zulieferer
wichtig zulieferer,1.9317324772990048,-0.017681159504755288,0.07312780957834497,0.01696163855301295,0.01026739519890243,wichtig zulieferer
zulieferer deutsch,1.9118099595259024,-0.02435862368301326,0.08349465033803352,0.027328479312701635,0.020634235958590985,zulieferer deutsch
Autoindustrie,1.9037483870414504,-0.027113317770975077,0.08772028850044447,0.03155411747511255,0.024859874121001983,Autoindustrie
deutsch autoindustrie,1.9037483870414504,-0.027113317770975077,0.08772028850044447,0.03155411747511255,0.024859874121001983,deutsch autoindustrie
Gaspreise,7.881163066737286,0.16462087751265742,-0.065274720931439,-1.3890965948314173,-0.027661479526773627,Gaspreise
doch gaspreis,1.8854466226537914,-0.033483588878529945,0.09738033854384115,0.0412141675185094,0.03451992416439879,doch gaspreis
bisherige,2.4713258807809453,0.11285916880001222,-0.17320973398207248,-0.22937590500740418,-0.23607014836151477,bisherige
gaspreis bisherig,1.8723271628144145,-0.038152398510998164,0.10436293722776509,0.04819676620243333,0.04150252284832283,gaspreis bisherig
Produktion,2.319794596989252,-0.25739007505239364,-0.10993357950422211,0.8311138795559869,-0.17279399388366454,Produktion
bisherig produktion,1.866809420843839,-0.040142210675145576,0.10731428487302602,0.05114811384769419,0.04445387049358361,bisherig produktion
unrentabel,1.8611929898577644,-0.04218383984970944,0.11032739195641339,0.05416122093108164,0.04746697757697092,unrentabel
produktion unrentabel,1.8611929898577644,-0.04218383984970944,0.11032739195641339,0.05416122093108164,0.04746697757697092,produktion unrentabel
Chef,8.63823851960304,0.26490861390860826,-0.8400316303428946,-0.14756895020163846,-1.4875140348901417,Chef
der chef,5.432441453734445,0.32700805441535025,-0.9608435895771783,-1.0170097606025101,-1.0237040039566208,der chef
gleich,2.996619473875519,-0.36701679713119156,-0.3659397447887967,0.6856666618022067,0.4509831547647971,gleich
chef gleich,1.8499041081718046,-0.046337808790920545,0.11641126214778906,0.06024509112245737,0.05355084776834662,chef gleich
mehrere,3.1524252829766346,0.2033002128268233,-0.41662702122235384,-0.4727931922476855,-0.47948743560179624,mehrere
gleich mehrere,1.847056085335445,-0.04739657321206718,0.11795200007878716,0.06178582905345533,0.05509158569934482,gleich mehrere
Ideen,3.2437879193725503,-0.6133912232242639,-0.4451966913697333,-0.501362862395065,1.2378179990326372,Ideen
mehrere idee,1.8439465221740738,-0.048557589104219,0.11963694275031163,0.06347077172497977,0.056776528370869064,mehrere idee
idee gegensteuer,1.8388437244284817,-0.05047427377665941,0.12240810302250169,0.06624193199716986,0.059547688643059156,idee gegensteuer
Unis,4.121311240925773,0.27446836629821036,-0.6846263086133595,-0.7407924796386912,-0.7474867229928019,Unis
uni energiekrise,3.332123941084815,0.22007933050263923,-0.4720648543431454,-0.5282310253684773,-0.5349252687225879,uni energiekrise
energiekrise frieren,2.614900526792679,0.1366296276409472,-0.22968099085196222,-0.28584716187729403,-0.29254140523140476,energiekrise frieren
Master,2.4515190659725263,0.10931319081392175,-0.16516279287293986,-0.22132896389827159,-0.22802320725238232,Master
frieren master,2.4515190659725263,0.10931319081392175,-0.16516279287293986,-0.22132896389827159,-0.22802320725238232,frieren master
master bayern,2.4100599887915135,0.10165943948909957,-0.14810657233353036,-0.20427274335886195,-0.2109669867129727,master bayern
bayern sz.d,2.3853702926208036,0.09694602007757758,-0.13780930477540593,-0.19397547580073776,-0.2006697191548485,bayern sz.d
Nach,11.450427322304854,0.2767852012245713,-1.7064819835551843,0.02482511139680272,-1.7693423979346268,Nach
sz.d nach,2.375588341036082,0.09504520829353558,-0.13370006287597225,-0.18986623390130394,-0.19656047725541453,sz.d nach
nach krieg,2.369071622084507,0.09376815119572178,-0.1309530912910416,-0.18711926231637335,-0.1938135056704841,nach krieg
mussten,2.3697293564595783,0.09389743781064147,-0.1312306865655733,-0.18739685759090519,-0.1940911009450158,mussten
krieg müss,2.3697293564595783,0.09389743781064147,-0.1312306865655733,-0.18739685759090519,-0.1940911009450158,krieg müss
Studenten,2.3768972288521253,0.09530066586667388,-0.13425088531609908,-0.19041705634143072,-0.19711129969554153,Studenten
müss student,2.3768972288521253,0.09530066586667388,-0.13425088531609908,-0.19041705634143072,-0.19711129969554153,müss student
Brennmaterial,2.397409003162261,0.09925919005211306,-0.1428435056957762,-0.19900967672110806,-0.20570392007521854,Brennmaterial
student brennmaterial,2.397409003162261,0.09925919005211306,-0.1428435056957762,-0.19900967672110806,-0.20570392007521854,student brennmaterial
Vorlesung,2.485597679752252,0.11537157066453753,-0.17896807914636628,-0.23513425017169814,-0.2418284935258087,Vorlesung
brennmaterial vorlesung,2.485597679752252,0.11537157066453753,-0.17896807914636628,-0.23513425017169814,-0.2418284935258087,brennmaterial vorlesung
mitbringen,2.598196019295275,0.13402668123667974,-0.2232722990033795,-0.2794384700287113,-0.2861327133828218,mitbringen
vorlesung mitbring,2.598196019295275,0.13402668123667974,-0.2232722990033795,-0.2794384700287113,-0.2861327133828218,vorlesung mitbring
bayerischen,2.4948113151676345,0.11697496393618538,-0.18266803468646253,-0.23883420571179448,-0.2455284490659051,bayerischen
winter bayerisch,2.4948113151676345,0.11697496393618538,-0.18266803468646253,-0.23883420571179448,-0.2455284490659051,winter bayerisch
bayerisch uni,2.378962792938148,0.09570310083010976,-0.1351195249339335,-0.1912856959592654,-0.19797993931337604,bayerisch uni
kalt,8.60744883962588,0.09867743705089463,-1.421082906041645,-1.4772490770669768,0.5445294446719531,kalt
uni kalt,2.3454150041660293,0.08905853970844778,-0.12091729382421157,-0.17708346484954335,-0.18377770820365402,uni kalt
Glosse,2.2792822016378587,0.07524680417276176,-0.09231550308189711,-0.14848167410722887,-0.15517591746133944,Glosse
glosse nan,2.244869924671478,0.06765713370771592,-0.0771025130289474,-0.13326868405427922,-0.13996292740838998,glosse nan
Wegen,12.906550141867204,0.2630779134644448,-1.8261898789611122,-1.8823560499864438,0.031927321697241794,Wegen
verminderter,1.9377849454902452,-0.015688390225236,0.06999952640201894,0.013833355376687085,0.007139112022576444,verminderter
wegen vermindert,1.9377849454902452,-0.015688390225236,0.06999952640201894,0.013833355376687085,0.007139112022576444,wegen vermindert
Gaslieferungen,5.503984746462165,-0.22655906267588327,-0.9739272627982397,1.127359448793491,-1.036787677177682,Gaslieferungen
vermindert gaslieferung,1.9555702909739463,-0.009926355158420226,0.06086320663734892,0.0046970356120171995,-0.0019972077420934036,vermindert gaslieferung
gaslieferung russland,1.988813207678058,0.00048270279697341494,0.04400698369292981,-0.012159187332401898,-0.018853430686512643,gaslieferung russland
RWE,2.359007507967759,0.09177881591727167,-0.12669591663736376,-0.1828620876626955,-0.18955633101680622,RWE
russland rwe,2.0113847134107656,0.0072952983814050425,0.03272166944937611,-0.023444501575955644,-0.030138744930066217,russland rwe
Braunkohleheizkraftwerke,2.0361459539918725,0.014543931163559965,0.02048628371858649,-0.03567988730674549,-0.04237413066085611,Braunkohleheizkraftwerke
rwe braunkohleheizkraftwerk,2.0361459539918725,0.014543931163559965,0.02048628371858649,-0.03567988730674549,-0.04237413066085611,rwe braunkohleheizkraftwerk
betreiben,2.146659356217447,0.04430030815091331,-0.03236777947960885,-0.08853395050494064,-0.09522819385905121,betreiben
braunkohleheizkraftwerk betreib,2.146659356217447,0.04430030815091331,-0.03236777947960885,-0.08853395050494064,-0.09522819385905121,braunkohleheizkraftwerk betreib
Angesichts,6.821239909374791,0.3026036634849097,-0.1810689515683616,-1.2446623647758819,-1.2513566081299925,Angesichts
betreib angesichts,2.336086141160735,0.0871688790122041,-0.11693187330900806,-0.17309804433433973,-0.1797922876884505,betreib angesichts
angesichts energiekrise,7.763461366838352,0.3741843985069767,-1.3178832206969606,-1.3740493917222925,-1.3807436350764029,angesichts energiekrise
energiekrise setz,3.0555118740824043,0.19329874038167863,-0.3854020650052933,-0.44156823603062506,-0.44826247938473573,energiekrise setz
setz rwe,2.0113847134107656,0.0072952983814050425,0.03272166944937611,-0.023444501575955644,-0.030138744930066217,setz rwe
vermehrt,3.6862324015601033,0.247733798236847,-0.5730598405853666,-0.6292260116106985,-0.6359202549648091,vermehrt
rwe vermehrt,2.22878309402683,0.06400832159320431,-0.06991067230502877,-0.12607684333036062,-0.13277108668447135,rwe vermehrt
Kohle,3.8601120304636725,0.15002772835858075,0.3638683484869483,-0.6753173110431059,-0.6820115543972164,Kohle
vermehrt kohle,2.1281711151268388,0.0395966195743792,-0.023717913016424112,-0.07988408404175606,-0.08657832739586667,vermehrt kohle
Stromerzeugung,2.0789054571932493,0.026538825430293213,-0.0002964662323500723,-0.056462637257681914,-0.06315688061179248,Stromerzeugung
kohle stromerzeugung,2.0789054571932493,0.026538825430293213,-0.0002964662323500723,-0.056462637257681914,-0.06315688061179248,kohle stromerzeugung
Dies,4.375556777476681,0.2873719558547177,-0.7444887086615386,-0.8006548796868703,-0.8073491230409808,Dies
sei,11.30208056508009,0.14876339150000656,-1.6934417630997096,0.5604323762527418,-1.756302177479152,sei
dies sei,2.312543900270352,0.08231603444000539,-0.10680310765096586,-0.16296927867629746,-0.16966352203040805,dies sei
hoffentlich,1.9995486267319806,0.003747868419406799,0.03862359801910329,-0.01754257300622856,-0.024236816360339024,hoffentlich
sei hoffentlich,1.9995486267319806,0.003747868419406799,0.03862359801910329,-0.01754257300622856,-0.024236816360339024,sei hoffentlich
kurzfristiges,1.9683215231326658,-0.005879240069301164,0.05436390561271081,-0.0018022654126209077,-0.008496508766731563,kurzfristiges
hoffentlich kurzfristig,1.9683215231326658,-0.005879240069301164,0.05436390561271081,-0.0018022654126209077,-0.008496508766731563,hoffentlich kurzfristig
kurzfristig problem,1.9469596631421011,-0.012698706664192013,0.0652760577396643,0.00910988671433256,0.002415643360221763,kurzfristig problem
Längerfristig,1.9341069597878422,-0.016897402998053347,0.07189936601461908,0.015733194989287363,0.009038951635176724,Längerfristig
wolle,3.7465427110969753,0.25185690078769857,-0.589288404549376,-0.6454545755747079,-0.6521488189288185,wolle
längerfristig woll,1.9186448301441146,-0.022047097606235123,0.07992594727409723,0.023759776248765362,0.017065532894654723,längerfristig woll
umweltfreundlicher,1.9090373794402342,-0.02530255359447094,0.0849459412828651,0.02877977025753329,0.022085526903422737,umweltfreundlicher
woll umweltfreundlich,1.9090373794402342,-0.02530255359447094,0.0849459412828651,0.02877977025753329,0.022085526903422737,woll umweltfreundlich
operieren,1.893324461884071,-0.03072148078596643,0.09321080804461583,0.03704463701928409,0.030350393665173305,operieren
umweltfreundlich operier,1.893324461884071,-0.03072148078596643,0.09321080804461583,0.03704463701928409,0.030350393665173305,umweltfreundlich operier
müsse,4.588124921348119,0.29695435251829333,-0.7919263602664418,-0.8480925312917735,-0.8547867746458843,müsse
operier müss,1.8821116916383598,-0.03466216024488638,0.0991506797612729,0.042984508735941014,0.03629026538183038,operier müss
zunächst,5.658754543941828,0.08259927742212193,-1.0016587562876476,0.5733900644348684,-1.0645191706670902,zunächst
müss zunächst,1.8782920410053368,-0.036018893038188234,0.1011821913851547,0.04501602035982281,0.03832177700571224,müss zunächst
zunächst sicher,1.8700696079179646,-0.03896462205647537,0.105569412814717,0.04940324178938535,0.04270899843527466,zunächst sicher
Versorgung,3.7082811049358826,0.02354226028685077,-0.579023388748801,0.5450600156478356,-0.6418838031282433,Versorgung
sicher versorgung,1.8657546763699624,-0.04052436632708018,0.1078794430187296,0.05171327199339789,0.04501902863928727,sicher versorgung
gewährleistet,1.8602182428905143,-0.04253985225245009,0.11085125074469435,0.054685079719362574,0.04799083636525202,gewährleistet
versorgung gewährleist,1.8602182428905143,-0.04253985225245009,0.11085125074469435,0.054685079719362574,0.04799083636525202,versorgung gewährleist
inflation robert,2.418966665531873,0.10333082203567291,-0.1517953847910314,-0.20796155581636327,-0.21465579917047375,inflation robert
Geringverdiener,2.3750622433955417,0.09494243129978501,-0.13347857841470076,-0.18964474944003246,-0.1963389927941431,Geringverdiener
habeck geringverdiener,2.167504199956059,0.04948164245144432,-0.042031300892694606,-0.0981974719180264,-0.1048917152721372,habeck geringverdiener
geringverdiener unterstütz,2.0789054571932493,0.026538825430293213,-0.0002964662323500723,-0.056462637257681914,-0.06315688061179248,geringverdiener unterstütz
unterstütz der,2.0273300600161113,0.011989452657052434,0.024825380480731747,-0.03134079054460014,-0.0380350338987107,unterstütz der
Ein,18.042448804009886,0.18993963069759875,-1.5765601917965142,-0.5108997245969269,-0.017650478978389617,Ein
spiegel ein,1.9973191667316048,0.003073542248015754,0.039739201710197854,-0.016426969315133783,-0.02312121266924448,spiegel ein
drittes,1.988813207678058,0.00048270279697341494,0.04400698369292981,-0.012159187332401898,-0.018853430686512643,drittes
ein dritter,1.988813207678058,0.00048270279697341494,0.04400698369292981,-0.012159187332401898,-0.018853430686512643,ein dritter
Entlastungspaket,2.1904307454990297,0.05503663860127701,-0.052553145456471585,-0.10871931648180343,-0.11541355983591393,Entlastungspaket
dritter entlastungspaket,1.973535787212479,-0.0042440012454352015,0.05171831663747867,-0.004447854387853084,-0.011142097741963728,dritter entlastungspaket
entlastungspaket komm,1.940318463387834,-0.0148590939757152,0.06869295048544517,0.012526779460113276,0.005832536106002519,entlastungspaket komm
aussehen,3.1990137637151874,0.20785917683470287,-0.431297496989676,-0.4874636680150078,-0.4941579113691185,aussehen
komm ausseh,1.9127542770781056,-0.024037956607024732,0.08300083325824435,0.026834662232912396,0.020140418878801976,komm ausseh
vizekanzler habeck,1.8940807733547749,-0.030457912525756775,0.09281142565282949,0.03664525462749778,0.029951011273387004,vizekanzler habeck
plädiert,4.047983020283963,-0.5725373478490682,0.9929313594035322,0.8861361010986615,-0.7295340852879487,plädiert
habeck plädier,1.8889306291989592,-0.032258252371602326,0.09553420218692082,0.03936803116158905,0.03267378780747832,habeck plädier
plädier dafür,1.8827672638979427,-0.03443004014652943,0.09880242300510561,0.04263625197977379,0.035942008625663296,plädier dafür
bestimmten,1.8782920410053368,-0.036018893038188234,0.1011821913851547,0.04501602035982281,0.03832177700571224,bestimmten
dafür bestimmt,1.8782920410053368,-0.036018893038188234,0.1011821913851547,0.04501602035982281,0.03832177700571224,dafür bestimmt
Gruppen,1.8717562226411746,-0.03835756410624939,0.10466791984641274,0.048501748821080735,0.04180750546697017,Gruppen
bestimmt gruppe,1.8717562226411746,-0.03835756410624939,0.10466791984641274,0.048501748821080735,0.04180750546697017,bestimmt gruppe
direkt,2.4520070592276135,-0.14414742851504736,-0.16536183056305856,0.6692823672431842,-0.2282222449425009,direkt
gruppe direkt,1.8673426660189396,-0.03994922476919243,0.10702868044860996,0.05086250942327818,0.04416826606916756,gruppe direkt
helfen,6.928282989783488,-0.1651064402729995,0.37144647077245907,-0.34041654323743636,0.4735270223318986,helfen
direkt helf,1.8621815133567579,-0.04182330560202607,0.10979640936448465,0.053630238339152904,0.046935994985042244,direkt helf
verpackt,1.8559940826874242,-0.044088461967190594,0.11312462032225833,0.05695844929692671,0.050264205942816116,verpackt
helf verpack,1.8559940826874242,-0.044088461967190594,0.11312462032225833,0.05695844929692671,0.050264205942816116,helf verpack
