,summary,Krise,Energiequelle,Energiewende,Folgen,word
Insider,2.28595688130856,-0.458804334977507,-0.09523963665100343,-0.15140580767633513,0.9887377737572536,Insider
business insider,2.28595688130856,-0.458804334977507,-0.09523963665100343,-0.15140580767633513,0.9887377737572536,business insider
Die,162.4542393616606,0.22156566089999385,-0.8561160289916069,-0.6542345122862678,-0.272470790779235,Die
insider die,2.28595688130856,-0.458804334977507,-0.09523963665100343,-0.15140580767633513,0.9887377737572536,insider die
Bundesregierung,15.898961496280446,0.1995979462464272,-2.034708725919767,-0.1677769469668708,-0.27121341694807055,Bundesregierung
die bundesregierung,5.712816247420336,0.06529683161170866,-1.0111670488127493,0.005096202225644045,0.10171693570145629,die bundesregierung
plant,5.82212804693785,-0.33495482998782633,-1.0301207722417176,-0.2534100947426364,1.0142652176141038,plant
bundesregierung plan,2.4817896510790876,-0.5409995652767915,-0.17743486695028782,-0.23360103797561962,1.0973496068419275,bundesregierung plan
offenbar,6.914047691963185,-0.20048835636440548,-0.24191381084392616,-0.0888327783317031,0.6683018645331759,offenbar
plan offenbar,2.5962122692302554,-0.5860731951598288,-0.2225084968333252,-0.2786746678586569,1.1489446855514032,plan offenbar
